ans_id,code,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,V090,V091,V092,V093,V094,V095,V002,V003,V004_1,V004_2,V088,V005,V006,V007,V066,V067,V067_o,V008,V012,V010,V010_o,V045,V013_1,V013_2,V013_3,V013_4,V014,V015,V015_o,V016,V017,V018,V019,V019_1,V086_1,V086_2,V086_3,V086_4,V086_5,V086_6,V071,V022,V023_1,V023_2,V023_3,V076,V076_o,V077,V024_1,V024_2,V083,V083_o,V025_1,V025_2,V025_3,V025_4,V025_5,V082,V082_o,V087_1,V087_2,V087_3,V087_4,V087_5,V027_1,V027_2,V027_3,V027_4,V027_5,V028,V085_1,V085_2,V085_3,V085_4,Fout,Fout,Fout,Fout,Fout,Fout,Fout,V038,V039,V041,V048_1,V048_2,V048_3,V048_4,V049,V081,V081_o,V050,V051_1,V051_2,V052_1,V052_2,V052_3,V052_4,V052_5,V053_1,V053_2,V053_3,V053_4,V053_5,V054,V084_1,V084_2,V084_3,V084_4,V064a_1,V064a_2,V064a_3,V064a_4,V064a_5,V064a_6,V064a_7,V064b,V064c,V065,V097,V069,V089,V089_o,V020,V073,V074,V075,V078,V078_o,V079,V079_o,V096a,V096b,V096c,V096d,V096e,V096f,starttime,externalid,verzending,language,referer,completed,survey_panelId,survey_respondentId,survey_lastQuestion
412,GdHWQhSYpbdAHbXdExRUq7Wd7K,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,63,2,1,4931,1,4,2,2,1,,1,1,10,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,2,3,2,4,8,99999,1,3,1,1,2,4,4,3,4,3,2,3,2,3,1,4,4,2,2,2,0,2,1,3,1,1,2,robert redfort,1,30,4,6,,99999,99999,99999,99999,99999,,99999,,1,2,2,4,3,3,16-11-2014 15:11,,0,0,/direct/romeo&julia,1,0,0,V9999
413,7ydpdPWjv8Dr9KGeVDYpu428WA,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,20,1,1,5531,1,4,1,1,1,,1,1,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,3,3,3,5,8,2,0,2,2,2,3,4,3,4,4,5,4,1,4,2,2,5,2,4,2,2,2,2,2,1,1,0,2,Nicolette kluiver,1,6,1,3,,99999,99999,99999,99999,99999,,99999,,1,3,3,3,5,1,16-11-2014 15:21,,0,0,/direct/romeo&julia,1,0,0,V9999
418,mH4wcdwFPyC8nUMTvmW9SFrW84,,,,,,,,,,,1,3,3,4,5,5,2,24,2,2,2564,11,5,2,1,5,,1,6,2,0,1,5,5,4,5,6,4,,1,5,1,2,99999,5,4,5,5,1,5,4,10,5,5,5,3,,2,1,2,2,,1,5,4,1,4,8,0,5,5,5,3,1,2,2,1,4,1,2,5,2,2,4,3,4,2,1,7,6,5,1,Joe Mangianello,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,54,1,8,,1,1,1,1,99999,,99999,,99999,99999,99999,99999,99999,99999,16-11-2014 16:30,,0,0,/direct/romeo&julia,1,0,0,V9999
419,RsEx72vJbrTYxBmb3c8mBMGcv7,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,22,2,2,5301,3,5,3,1,5,,1,1,2,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,3,2,2,4,7,2,0,2,2,2,2,3,4,4,3,5,3,4,2,4,2,5,3,3,3,3,3,1,1,1,0,1,4,Geen.,1,12,1,6,,99999,99999,99999,99999,99999,,99999,,1,1,1,3,5,1,16-11-2014 16:35,,0,0,https://www.facebook.com/,1,0,0,V9999
426,kbVQebh47jDNF65U8kGn4faxng,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,23,2,1,1112,10,5,1,1,1,,1,1,99999,1,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,2,2,2,4,6,3,0,3,2,2,2,3,5,2,4,4,2,2,2,3,1,1,4,2,4,3,2,3,1,0,0,1,3,Geen idee,1,99999,99999,99999,,99999,99999,99999,99999,99999,,99999,,5,6,1,4,5,1,16-11-2014 17:38,,0,0,http://m.facebook.com/,1,0,0,V9999
428,jDzsqbyqUG2T9wTj5NGhCxXq7k,,,,,,,,,,,1,1,2,2,1,1,1,19,1,1,3904,9,3,1,1,5,,2,5,2,0,2,2,3,2,4,6,1,,3,2,2,2,99999,5,4,5,5,1,5,3,8,4,4,5,4,,1,2,2,2,,2,3,1,1,4,5,0,5,5,5,4,2,3,1,2,3,4,1,5,3,2,4,5,3,6,7,4,2,1,4,Geen idee.,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,31,1,8,,3,3,2,2,1,,1,,99999,99999,99999,99999,99999,99999,16-11-2014 17:38,,0,0,https://m.facebook.com/l.php?u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=UAQGe2TXh&s=1&enc=AZONVEG9RXaklQ6cQ3GDfFDBOHcx0_RErwAXejp8l53P7rSI9Ld-mJr8a_0fwOov1Lrn619qDTE_QvyK546cMhQK,1,0,0,V9999
431,F778rNkBPvcSmxKdZCYkbVNkNH,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,21,2,2,5702,1,3,1,2,5,,1,1,99999,1,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,4,5,3,2,6,0,0,1,2,2,1,3,5,1,4,5,3,3,3,1,2,1,2,1,5,2,2,2,3,1,0,0,3,Geen,3,99999,99999,99999,,99999,99999,99999,99999,99999,,99999,,4,3,1,4,3,1,16-11-2014 18:17,,0,0,https://m.facebook.com/l.php?u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=iAQGmCcAZ&enc=AZPSZ_mNe8oEyY7pO1_WjmdLeo2NP7kU0GQEZZdxfCP5OH-HrrG8K47gy_RdOPseNqmJkNS0cqytkWkWGTWr8JRg,1,0,0,V9999
434,V9qwyt6HkcUu4Dt7S6Ukc6kDCb,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,22,1,1,5331,3,5,1,1,5,,1,1,99999,1,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,5,5,4,4,8,2,0,3,2,2,4,3,4,4,2,5,2,4,3,2,2,5,3,4,2,3,0,4,1,0,2,0,3,emma watson,1,99999,99999,99999,,99999,99999,99999,99999,99999,,99999,,1,1,3,4,1,1,16-11-2014 18:28,,0,0,https://www.facebook.com/,1,0,0,V9999
437,XKmf4mbE6tcaaNE6fmGJcRRjX2,,,,,,,,,,,1,6,6,4,5,1,2,26,1,1,3972,9,4,1,2,6,Hervormd,1,8,1,0,1,2,3,3,2,7,4,,1,4,2,2,99999,5,4,5,4,4,3,3,8,4,5,2,3,,2,2,2,2,,2,3,2,3,2,1,0,5,5,5,5,2,4,2,2,3,2,1,4,5,1,5,5,6,4,7,3,1,2,6,Orlando bloom,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,118,1,10,Gevoelens veranderen,1,1,1,2,99999,,99999,,99999,99999,99999,99999,99999,99999,16-11-2014 18:37,,0,0,https://dub114.mail.live.com/m/messages.m/?mid=m150cdb8a-6d7f-11e4-8e89-00215ad88c62&mts=2014-11-16T10:55:41.197Z&fid=00000000-0000-0000-0000-000000000001&iru=%2fm%2ffolders.m%2f&pmid=m65ca4b7e-6d8c-11e4-964e-6c3be5a7dbbc&pmts=2014-11-16T12:31:02.667Z&nmi,1,0,0,V9999
440,6Py4By6sQ5CWeTAhZT2Mxd6NRe,,,,,,,,,,,1,6,6,4,5,1,2,25,2,1,3708,9,5,1,1,1,,2,6,1,0,1,3,2,4,5,6,1,,1,3,2,2,99999,5,5,5,5,1,5,4,8,3,5,5,3,,1,2,2,1,,1,4,3,1,4,1,0,5,5,5,1,1,3,2,2,3,2,1,2,5,2,5,7,3,1,2,4,6,5,1,Geen idee,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,40,3,9,,4,2,2,2,4,gay.nl,2,,99999,99999,99999,99999,99999,99999,16-11-2014 19:46,,0,0,/direct/romeo&julia,1,0,0,V9999
443,aHaFt9Zsznn9Zu9J9ZpC2EYtbt,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,63,1,1,5062,1,5,3,1,1,,1,1,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,2,2,1,4,6,1,0,4,2,2,1,2,4,1,4,3,1,2,4,1,2,4,4,3,3,2,2,1,3,2,0,0,1,Job Cohen,3,300,3,10,mijn partner is overleden,99999,99999,99999,99999,99999,,99999,,1,6,2,4,5,1,16-11-2014 19:58,,0,0,/direct/romeo&julia,1,0,0,V9999
444,DpRPUaK8c8ZV7dAyXdACGYV4nr,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,25,2,1,5212,1,5,2,2,5,,1,1,4,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,2,2,3,2,7,5,0,2,2,2,2,5,3,4,4,4,4,2,3,4,1,4,4,3,3,2,2,2,2,2,0,0,2,Chantal Jansen,1,36,1,1,,99999,99999,99999,99999,99999,,99999,,1,3,1,1,1,3,16-11-2014 19:58,,0,0,http://forum.xboxworld.nl/threads/enquete-liefde-en-seks-vandaag-de-dag.175109/,1,0,0,V9999
453,PEn8ZbDMBHrA8c9yNY5vdeKuGR,,,,,,,,,,,1,6,6,4,5,3,1,21,1,1,3706,9,5,1,1,1,,1,5,1,0,3,2,2,1,4,7,4,,2,5,1,2,99999,5,4,4,3,4,5,4,8,4,5,4,4,,2,2,2,2,,1,4,4,1,4,1,0,4,3,2,4,3,1,1,4,2,2,2,4,4,2,2,2,5,3,1,4,7,6,6,anne hathaway,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,54,4,8,,2,2,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,16-11-2014 20:45,,0,0,https://www.facebook.com/,1,0,0,V9999
460,tcgwFxXp9p4dzuQCDzcW9DVeRt,,,,,,,,,,,1,2,2,4,3,1,2,20,1,1,5504,1,4,1,1,5,,1,5,1,0,3,4,2,3,4,2,5,,3,2,2,2,99999,5,4,5,5,1,5,3,8,5,5,5,3,,2,2,2,2,,1,3,5,1,1,14,0,5,5,5,2,1,4,1,1,3,4,1,5,3,1,5,5,6,4,7,3,2,1,3,.,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,1,3,9,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,16-11-2014 21:07,,0,0,/direct/romeo&julia,1,0,0,V9999
463,jHw7nt6qTxVkuks4GGfrCjPQ5g,,,,,,,,,,,1,6,1,1,5,3,1,20,1,1,5531,1,5,1,1,5,,1,5,1,0,3,4,2,4,4,6,7,kamperen,2,5,1,2,99999,5,5,5,5,1,5,4,9,5,5,5,4,,2,2,2,7,"gewoon niet vreemdgaan, logisch toch",3,5,5,1,5,99999,1,5,5,5,2,1,2,2,1,1,1,1,4,4,3,3,5,2,3,1,4,6,7,3,Katja schuurman ,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,35,3,9,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,16-11-2014 21:09,,0,0,/direct/romeo&julia,1,0,0,V9999
464,Hqa66aCBPE4a3hT7FRvUTudPFU,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,20,1,1,5531,1,3,1,1,5,,1,1,2,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,5,3,3,3,8,99999,1,3,2,2,3,5,4,3,4,5,2,2,3,1,2,5,2,3,3,1,3,2,2,1,1,0,6,Beroemdheden zijn moeilijk in te schatten.,4,3,1,6,,99999,99999,99999,99999,99999,,99999,,1,6,3,2,5,1,16-11-2014 21:10,,0,0,/direct/romeo&julia,1,0,0,V9999
466,ft8jKtybX8VrMcAyN9jFJ6r3Hh,,,,,,,,,,,5,3,1,4,3,4,1,38,2,2,5233,1,3,2,1,5,,1,6,2,0,1,4,5,3,4,7,7,chat,2,5,4,1,2,5,5,5,5,1,5,4,9,4,4,4,2,,2,2,2,2,,2,3,3,4,3,99999,1,5,5,5,1,1,1,2,2,4,2,1,4,4,4,1,4,5,3,7,6,1,2,2,Joanne van hemsbergen,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,160,2,6,,99999,99999,99999,99999,99999,,99999,,99999,99999,99999,99999,99999,99999,16-11-2014 21:11,,0,0,https://m.facebook.com/l.php?u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=8AQGoXohk&enc=AZOVLKt_bPhgbpcN_jYC4-pHsm0J6Lc9XhvQ3S9PRICnDCq8Y3fJ9eCphM1KgfLFJCsePdXjxchXet0C40_gRsfcDp-YNU8iOZjkYpOAKov6cA,1,0,0,V9999
468,x3EMx8JSC4RPHG9bzvmDTvAJQD,,,,,,,,,,,1,1,1,2,1,1,1,20,1,1,5527,1,2,1,1,1,,1,5,1,0,3,5,4,4,5,4,2,,2,2,1,2,99999,5,5,5,5,1,5,3,10,4,5,5,2,,2,2,2,1,,1,3,5,1,2,4,0,5,5,5,1,1,1,1,1,2,1,1,3,3,2,4,4,5,6,7,3,2,1,2,.... ,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,11,3,9,,1,1,1,2,99999,,99999,,99999,99999,99999,99999,99999,99999,16-11-2014 21:28,,0,0,/direct/romeo&julia,1,0,0,V9999
469,AM8NKVvKUYRhpH5D5mmrsbJwQp,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,19,1,1,5531,1,3,1,1,1,,1,1,99999,1,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,2,2,3,3,8,0,0,2,2,2,2,4,3,2,5,4,3,1,3,3,1,4,4,2,4,1,2,2,2,1,1,1,3,Yolanthe cabau van kasbergen qua uiterlijk,1,99999,99999,99999,,99999,99999,99999,99999,99999,,99999,,1,6,1,2,5,1,16-11-2014 21:28,,0,0,/direct/romeo&julia,1,0,0,V9999
470,4tWfbbmdrPp4AR9TUSM2vZtYqN,,,,,,,,,,,1,2,2,2,4,1,1,22,1,1,5283,1,5,1,1,5,,2,5,3,0,3,5,2,3,3,3,1,,3,5,1,2,99999,5,4,5,4,1,5,5,6,3,5,4,3,,1,2,2,1,,1,4,5,2,4,2,0,5,4,4,4,1,4,2,2,4,4,2,3,4,1,4,3,4,2,1,7,5,6,3,nooit over nagedacht,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,48,4,8,,1,1,2,2,4,gay.nl,2,,99999,99999,99999,99999,99999,99999,16-11-2014 21:35,,0,0,https://www.facebook.com/,1,0,0,V9999
473,Z8yHbtGZx2BTNzSrpWfbafRc9p,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,22,2,1,9103,7,4,1,1,5,,1,3,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,2,1,3,4,3,2,0,1,2,2,2,2,4,3,5,5,1,2,1,4,2,2,4,2,4,3,2,2,2,1,0,0,2,Mensen worden niet beroemd omdat ze speciaal bij mij passen. Maar nee ik heb zoiezo geen specifiek 'idool'. Daarnaast zijn beroemdheden vaak actrices die een rol spelen.,1,36,2,6,,99999,99999,99999,99999,99999,,99999,,5,6,1,4,5,3,16-11-2014 21:52,,0,0,https://www.facebook.com/,1,0,0,V9999
475,HthPAV48mv3yZnYNbnj7sBWSZ9,,,,,,,,,,,1,6,1,4,5,1,1,21,2,2,3584,9,4,1,1,5,,1,4,1,0,3,4,2,3,5,1,5,,5,4,1,2,99999,4,2,4,4,1,5,4,9,5,5,4,3,,1,2,2,1,,1,2,5,1,4,3,0,4,3,1,4,1,5,2,3,4,3,2,4,5,1,5,4,5,6,7,1,3,2,6,nvt,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,6,1,6,,4,1,2,2,2,,1,,99999,99999,99999,99999,99999,99999,16-11-2014 22:41,,0,0,https://www.facebook.com/,1,0,0,V9999
479,ewNjWRTPRDEDbdms6y2yXBxhZb,,,,,,,,,,,5,6,6,4,5,1,2,22,2,1,5038,1,5,2,1,5,,1,5,2,0,3,4,3,3,5,2,2,,1,5,4,2,99999,5,3,5,5,1,5,3,8,5,5,5,2,,1,2,2,1,,1,3,4,1,5,10,0,4,3,4,4,1,2,1,1,2,2,2,3,3,4,4,2,4,3,1,5,7,6,6,Geen beroemdheid. De ideale relatie in mijn ogen is het huwelijk van mijn ouders.  Al bijna 30 jaar gelukkig getrouwd. Ik mag in mijn handjes knijpen dat deze mensen mijn ouders zijn en kan alleen maar hopen dat mijn toekomst er ook zo uit mag zien. ,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,46,1,2,,4,1,1,1,2,,2,,99999,99999,99999,99999,99999,99999,16-11-2014 23:44,,0,0,https://www.facebook.com/l.php?u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=pAQEAFsGxAQE_rv1pz9IkHbm69wxUsxaKCcj9-5hdTqSI4g&enc=AZOisSVL5pvA46zEucxncCPfVoMk_bvYcbeJu-bQ8UsFkV9lwpH_vS2jPbMRZLIEXsHACrogpweaRKlaTdnVnAxG3ZXqVK2f8DU,1,0,0,V9999
480,Msb2eRTmqSHJVWSm4HmVrgqGxD,,,,,,,,,,,5,3,3,3,5,3,1,23,1,1,5665,1,5,1,2,5,,1,6,2,0,1,3,3,3,4,6,1,,1,3,1,2,99999,4,2,3,3,2,4,3,6,2,2,2,4,,2,2,2,1,,2,2,4,3,4,2,0,3,3,4,4,3,3,2,2,2,2,2,2,4,2,4,2,5,4,1,3,6,7,4,geen,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,30,2,1,,4,2,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,16-11-2014 23:59,,0,0,https://www.facebook.com/,1,0,0,V9999
481,u686kJhtZuZJ2BX6AynsZPwrpk,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,22,1,1,5481,1,5,1,1,5,,1,1,3,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,2,2,1,5,10,2,0,5,2,2,4,3,5,1,5,3,1,1,4,4,1,1,4,3,3,1,2,2,2,1,1,1,1,Kate Upton,2,2,4,6,,99999,99999,99999,99999,99999,,99999,,1,2,1,1,1,3,17-11-2014 0:09,,0,0,/direct/romeo&julia,1,0,0,V9999
482,4Ws8upPb8gqFS2Y4VpyztPdgwq,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,23,2,1,5046,1,4,1,2,5,,1,1,3,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,4,3,4,4,9,3,0,2,2,2,3,5,3,2,5,3,4,1,3,2,2,3,3,2,2,2,2,2,2,1,0,1,8,Emma Watson.,2,30,2,1,,99999,99999,99999,99999,99999,,99999,,3,3,3,3,3,1,17-11-2014 0:15,,0,0,https://www.facebook.com/l.php?u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=EAQEBN9ZA,1,0,0,V9999
483,HsHHsbjwGWEgnKCTQxGJqXdUbg,,,,,,,,,,,1,3,1,4,5,3,1,24,1,1,5662,1,5,1,1,5,,1,6,2,0,1,4,4,4,4,5,5,,1,5,1,2,99999,5,5,5,5,1,5,4,8,5,5,5,4,,2,2,2,1,,1,5,5,1,5,10,0,5,5,5,1,1,1,5,1,2,1,2,5,3,1,5,4,5,6,7,3,1,2,6,Sharon kluijtmans,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,20,2,6,,3,3,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,17-11-2014 0:26,,0,0,/direct/romeo&julia,1,0,0,V9999
484,jBC22h8CV2CtMe7M3eScpun2Wy,,,,,,,,,,,5,6,6,4,5,5,1,27,1,1,5263,1,5,1,2,2,,1,5,1,0,3,5,3,3,3,7,7,Vroeger,1,5,4,2,99999,5,4,5,4,2,4,3,8,4,4,5,5,Dat kan overal zijn,2,2,2,7,Je hoort het niet te doen,2,3,2,4,5,99999,1,5,5,5,4,2,1,1,3,3,2,1,4,5,3,3,4,2,3,1,7,5,6,6,Will &amp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,tSng89mt2j99x5eD6dvkfxzQuK,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,21,2,1,0,2,5,1,1,5,,1,2,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,2,1,2,4,6,99999,1,3,2,2,2,3,3,1,4,5,4,3,1,2,2,2,4,4,2,3,1,1,4,1,0,0,7,Alison Brie,1,6,2,8,,99999,99999,99999,99999,99999,,99999,,1,3,3,3,1,1,17-11-2014 1:59,,0,0,http://forum.xbw.nl/threads/enquete-liefde-en-seks-vandaag-de-dag.175109/,1,0,0,V9999
487,mSDWduCUzUcxs9vJ7eeYx2vJcp,,,,,,,,,,,1,3,1,1,3,1,1,19,2,2,6215,2,4,1,1,5,,1,5,1,0,3,4,3,2,4,5,5,,1,4,1,2,99999,5,4,5,5,1,5,2,8,5,5,5,3,,2,2,2,1,,1,4,4,1,5,1,0,5,4,4,1,1,2,1,1,1,1,1,4,1,4,2,1,2,3,4,5,6,7,4,Ik ben niet thuis is beroemdheden,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,14,3,9,,2,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,17-11-2014 6:37,,0,0,https://m.facebook.com/,1,0,0,V9999
